Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000064608
2,2,0.000139994
3,3,0.000077541
4,4,0.008848984
5,5,0.003600859
6,6,0.412370352
7,7,0.053985474
8,8,0.267425797
