Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000017455
2,2,0.000182442
3,3,0.00139649
4,4,0.001682236
5,5,0.021051794
6,6,0.007289929
7,7,0.26749267
8,8,25.510009088
