Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000030006
2,2,0.000038156
3,3,0.000063716
4,3,0.000197068
5,5,0.001604222
6,6,0.01164124
7,7,0.028414
8,8,2.527898123
