Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000039807
2,2,0.000212629
3,3,0.0006783
4,4,0.001891854
5,5,0.001137913
6,6,0.010979504
7,7,0.636523101
8,8,4.113221514
