Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000033044
2,2,0.000077622
3,3,0.000996095
4,4,0.00203268
5,5,0.012085306
6,6,0.053205978
7,7,0.099682168
8,8,1.6954395880000002
