Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000040276
2,2,0.000218021
3,3,0.000837277
4,4,0.001282079
5,5,0.003921458
6,6,0.002661195
7,6,0.146106896
8,8,1.280356187
