Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000009977
2,2,0.00021211
3,2,0.000154883
4,4,0.000897864
5,3,0.000261808
6,6,0.703853593
7,7,0.498456942
8,8,2.485800683
