Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000034469
2,2,0.000068367
3,3,0.000346637
4,4,0.000426502
5,5,0.023320501
6,5,0.018982889
7,7,0.091000947
8,8,22.589790666
