Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000068191
2,2,0.00005837
3,3,0.0008946
4,4,0.0030689
5,5,0.006191652
6,6,0.006234723
7,7,0.243674774
8,8,0.873073467
