Scramble Length,Solution Moves,Solution Time (s)
12,19,0.000039753
13,18,0.000257371
14,20,0.00053941
15,21,0.000569513
16,19,0.000074365
17,21,0.002708115
18,20,0.000196683
19,20,0.004692445
20,20,0.000219136
1,1,0.000001775
2,2,0.000003995
3,3,0.000012766
4,4,0.000119562
5,4,0.000381288
6,6,0.000978046
7,15,0.000712894
8,14,0.006248931
9,17,0.000482735
10,16,0.000146271
11,16,0.000207415
12,20,0.000141226
13,18,0.000638822
14,19,0.000028138
15,19,0.000376985
16,20,0.00248811
17,20,0.005793496
18,21,0.000913213
19,20,0.000516595
20,19,0.000728975
1,1,0.000002462
2,2,0.000002135
3,3,0.000007869
4,4,0.000021461
5,5,0.000589235
6,6,0.000488899
7,7,0.000104245
8,15,0.000477978
9,16,0.000076719
10,10,0.000659344
11,11,0.000024687
12,18,0.00053595
13,20,0.0002017
14,20,0.008154718
15,21,0.000609568
16,20,0.000128492
17,21,0.001096628
18,20,0.000696051
19,19,0.000623944
20,21,0.00103981
1,1,0.000001973
2,2,0.000003326
3,3,0.000002052
4,4,0.000235894
5,5,0.000268525
6,6,0.00113039
7,16,0.000164311
8,8,0.000041896
9,12,0.000161018
10,9,0.000568744
11,19,0.003818095
12,11,0.000321243
13,18,0.000070979
14,20,0.000332776
15,19,0.000036962
16,21,0.001058617
17,20,0.000297877
18,21,0.00171413
19,21,0.004479945
20,19,0.000170824
1,1,0.000001805
2,2,0.000003777
3,3,0.000011363
4,4,0.000022381
5,3,0.000005618
6,9,0.001423407
7,12,0.000061781
8,8,0.000224374
9,9,0.000027389
10,10,0.000006087
11,19,0.000026554
12,19,0.000058658
13,18,0.000110076
14,20,0.000448776
15,17,0.000292804
16,20,0.000261117
17,21,0.000933314
18,21,0.000908219
19,20,0.001841732
20,16,0.000051531
1,1,0.000002641
2,2,0.000003413
3,3,0.000034514
4,4,0.000074836
5,5,0.002736933
6,6,0.000142773
7,17,0.000216734
8,14,0.000684782
9,16,0.000034241
10,13,0.001087393
11,15,0.000021098
12,18,0.000130538
13,21,0.00098783
14,20,0.001420363
15,20,0.001239585
16,21,0.001089533
17,19,0.002347619
18,21,0.001049694
19,20,0.000110894
20,20,0.000281324
1,1,0.000003043
2,2,0.00000281
3,3,0.000011808
4,3,0.000153408
5,5,0.000215648
6,13,0.000120946
7,13,0.000012104
8,15,0.000027533
9,16,0.001155834
10,10,0.000539223
11,16,0.000085908
12,20,0.000075234
13,21,0.00079627
14,20,0.000395494
15,17,0.001076024
16,19,0.000221674
17,20,0.000330851
18,21,0.000981778
19,21,0.002414103
20,20,0.00222368
1,1,0.000003346
2,2,0.000007423
3,3,0.000006627
4,4,0.00011043
5,5,0.000057028
6,5,0.002498615
7,7,0.000381618
8,8,0.000113299
9,16,0.000207441
10,12,0.00028258
11,12,0.001917737
12,19,0.000312648
13,17,0.00005385
14,20,0.00316204
15,20,0.000097427
16,19,0.000045434
17,20,0.001761289
18,21,0.001162527
19,20,0.002026187
20,20,0.000719325
1,1,0.000004069
2,2,0.000001627
3,3,0.000004344
4,4,0.000172006
5,5,0.000304118
6,13,0.000150754
7,7,0.000154437
8,6,0.000115382
9,9,0.000006404
10,11,0.000072359
11,20,0.000074336
12,20,0.000095681
13,8,0.000078061
14,20,0.000102479
15,20,0.005321533
16,18,0.000295161
17,21,0.002395385
18,17,0.003986667
19,21,0.01449027
20,19,0.000043693
1,1,0.000001836
2,2,0.000003573
3,3,0.000004276
4,4,0.000028419
5,5,0.000097805
6,11,0.000775414
7,16,0.000058199
8,15,0.000102572
9,15,0.00048258
10,19,0.000220349
11,14,0.000031087
12,19,0.000784744
13,21,0.000962328
14,20,0.001065326
15,20,0.000051891
16,20,0.000067705
17,20,0.000107243
18,21,0.001012773
19,21,0.000544205
20,20,0.000060646
1,1,0.000001795
2,2,0.000002158
3,3,0.000046293
4,4,0.000058375
5,5,0.001328163
6,13,0.000113437
7,11,0.001820822
8,8,0.000055268
9,17,0.000114621
10,15,0.000907491
11,16,0.000123464
12,19,0.011630272
13,15,0.000035349
14,19,0.000160272
15,20,0.00255116
16,20,0.000073972
17,21,0.012967946
18,20,0.000289369
19,20,0.001936584
20,21,0.001527991
1,1,0.000001632
2,2,0.000008486
3,3,0.000009125
4,4,0.000022882
5,5,0.000200156
6,6,0.052164557
7,12,0.00061763
8,10,0.004296119
9,5,0.000049803
10,15,0.000023877
11,20,0.000136674
12,21,0.003164362
13,20,0.000114328
14,15,0.00015415
15,19,0.000536933
16,20,0.002174866
17,20,0.000391243
18,15,0.000028018
19,20,0.000953866
20,21,0.000892057
1,1,0.000001665
2,2,0.00000354
3,3,0.000011635
4,3,0.000028256
5,5,0.000074334
6,6,0.000035949
7,7,0.000053636
8,13,0.000035111
9,14,0.002717009
10,10,0.000108808
11,11,0.0052121
12,11,0.000065372
13,15,0.000289376
14,20,0.000277825
15,21,0.001590526
16,20,0.000166218
17,20,0.000276956
18,21,0.008809502
19,19,0.000076819
20,20,0.000112141
1,1,0.00000408
2,2,0.000005039
3,3,0.000008442
4,4,0.000474226
5,5,0.000285842
6,11,0.002169232
7,13,0.001516266
8,15,0.000302012
9,9,0.000172352
10,10,0.000024073
11,19,0.000022793
12,19,0.000412551
13,16,0.000157962
14,19,0.00231935
15,20,0.00011054
16,20,0.000251372
17,21,0.003021645
18,20,0.000079339
19,21,0.003473547
20,20,0.000136038
1,1,0.00000278
2,2,0.000004077
3,3,0.000002973
4,4,0.000436987
5,3,0.000008888
6,6,0.000459148
7,10,0.000435728
8,15,0.000170535
9,9,0.000088293
10,17,0.000122922
11,7,0.000187886
12,20,0.000257903
13,20,0.000063302
14,18,0.00003686
15,20,0.000815789
16,20,0.000681215
17,21,0.002861541
18,20,0.000108696
19,20,0.000164959
20,21,0.011308571
1,1,0.000002817
2,2,0.000004879
3,3,0.000016422
4,4,0.000030413
5,5,0.000241171
6,12,0.000253016
7,16,0.000182905
8,15,0.000383617
9,12,0.000436066
10,19,0.000166621
11,11,0.000344041
12,20,0.000080029
13,15,0.000012267
14,21,0.002174526
15,20,0.000543069
16,20,0.014215308
17,21,0.000760828
18,20,0.002511414
19,21,0.008000921
20,20,0.001047758
1,1,0.000002906
2,2,0.000002474
3,3,0.000014234
4,4,0.000274954
5,5,0.00003296
6,5,0.000023895
7,7,0.000053442
8,13,0.000236163
9,7,0.000015302
10,9,0.000059165
11,20,0.000236435
12,20,0.000051996
13,19,0.000093781
14,19,0.000230657
15,21,0.001102402
16,20,0.000313486
17,20,0.004813635
18,21,0.000409731
19,21,0.019795069
20,19,0.004837505
1,1,0.000002966
2,2,0.000006715
3,3,0.000036103
4,4,0.001486379
5,5,0.000015411
6,6,0.00156507
7,13,0.016896471
8,14,0.000026862
9,12,0.00053135
10,10,0.000416208
11,10,0.000047272
12,19,0.000053598
13,18,0.000254271
14,20,0.001572966
15,20,0.000082782
16,20,0.000755244
17,20,0.000129983
18,20,0.00010732
19,21,0.005795663
20,21,0.000534218
1,1,0.000001795
2,2,0.000001604
3,3,0.00002484
4,4,0.000009049
5,5,0.000172766
6,12,0.000120289
7,7,0.004436555
8,11,0.00001652
9,16,0.000054572
10,16,0.000091384
11,13,0.00004617
12,20,0.000082586
13,18,0.000068387
14,21,0.001590729
15,21,0.001216619
16,20,0.001415966
17,20,0.00018428
18,21,0.001344305
19,21,0.013678049
20,21,0.006947056
1,1,0.000003423
2,2,0.000002852
3,3,0.000040817
4,4,0.000110433
5,5,0.006207235
6,6,0.000236369
7,7,0.000034198
8,12,0.002623237
9,17,0.000053493
10,10,0.000013247
11,11,0.000011022
12,14,0.000103799
13,18,0.001487641
14,20,0.000162181
15,20,0.000405497
16,20,0.000813182
17,21,0.002635573
18,21,0.012644948
19,20,0.000593595
20,19,0.002727754
1,1,0.000001883
2,2,0.000004787
3,3,0.000025677
4,4,0.000008811
5,5,0.001092285
6,6,0.018510143
7,7,0.000035048
8,8,0.000054176
9,16,0.001456954
10,16,0.000627089
11,11,0.000091089
12,16,0.000267407
13,20,0.000207048
14,20,0.000194417
15,19,0.00007502
16,21,0.001154308
17,20,0.004228824
18,20,0.001270826
19,21,0.001200968
20,20,0.000121655
1,1,0.000002213
2,2,0.000004528
3,3,0.000002576
4,4,0.000341365
5,5,0.000210783
6,13,0.000396315
7,7,0.000124321
8,8,0.00006792
9,9,0.000250297
10,10,0.000059602
11,17,0.000127715
12,15,0.000008861
13,21,0.001405002
14,20,0.000945711
15,20,0.000103493
16,20,0.000338682
17,20,0.000229452
18,21,0.000518044
19,20,0.000072445
20,21,0.000366579
1,1,0.000000831
2,2,0.000003667
3,3,0.000006505
4,4,0.000008379
5,2,0.000003331
6,6,0.000316399
7,12,0.000032742
8,15,0.000074412
9,15,0.000218977
10,15,0.000035582
