Scramble Length,Solution Moves,Solution Time (s)
25,20,0.000114166
26,21,0.001418558
27,21,0.001271652
28,20,0.001149947
29,21,0.001333498
30,20,0.000329852
1,1,0.000001707
2,2,0.000002153
3,3,0.000004908
4,3,0.000034071
5,5,0.001081109
6,7,0.00122915
7,12,0.000636246
8,16,0.001062583
9,19,0.000251352
10,14,0.000328389
11,19,0.000341277
12,20,0.00174743
13,20,0.000803538
14,17,0.000110161
15,20,0.000552272
16,20,0.000866396
17,19,0.000696295
18,18,0.000090641
19,20,0.002710383
20,18,0.000456133
21,20,0.000517388
22,20,0.002600779
23,21,0.004318468
24,20,0.001118717
25,21,0.000883327
26,20,0.004365279
27,21,0.000651877
28,21,0.005368004
29,21,0.000265071
30,21,0.005408044
1,1,0.000002213
2,2,0.000003001
3,3,0.00004129
4,4,0.000013036
5,4,0.000434504
6,6,0.00052985
7,7,0.000683429
8,16,0.003495235
9,9,0.00236956
10,17,0.000641367
11,20,0.000388363
12,13,0.000397058
13,17,0.000039721
14,17,0.000080395
15,20,0.000231647
16,20,0.000416595
17,20,0.000632388
18,19,0.002223142
19,21,0.001941961
20,21,0.006127596
21,19,0.000217435
22,19,0.002342236
23,20,0.000313825
24,21,0.0018234
25,20,0.000319273
26,20,0.006300845
27,19,0.000517434
28,20,0.001934875
29,20,0.003396814
30,20,0.000319758
1,1,0.000002848
2,2,0.00000428
3,3,0.00000609
4,4,0.000142595
5,5,0.001439978
6,6,0.001579172
7,5,0.002067703
8,8,0.000634116
9,14,0.00014556
10,14,0.001191746
11,16,0.000091228
12,19,0.007643516
13,20,0.002240399
14,18,0.000197049
15,20,0.000653861
16,17,0.005265326
17,21,0.000870492
18,19,0.000724331
19,20,0.00598542
20,20,0.00217646
21,19,0.000926829
22,20,0.000585167
23,21,0.000821034
24,21,0.001467877
25,20,0.000517382
26,21,0.001915459
27,21,0.00377646
28,19,0.000759432
29,20,0.000087017
30,19,0.001069865
1,1,0.000001969
2,2,0.000001598
3,3,0.000005341
4,4,0.000019152
5,5,0.000067954
6,6,0.000870553
7,7,0.001438618
8,8,0.001652695
9,16,0.017108713
10,10,0.000520864
11,19,0.000093473
12,20,0.000418212
13,17,0.000882265
14,17,0.000869973
15,20,0.000167453
16,21,0.0017593
17,17,0.000349746
18,21,0.001215728
19,20,0.000864473
20,21,0.008040151
21,21,0.004980229
22,20,0.000120297
23,20,0.000139166
24,20,0.001170266
25,21,0.00851848
26,21,0.000579285
27,20,0.000038588
28,21,0.000589812
29,18,0.000871998
30,20,0.000111432
1,1,0.000001485
2,2,0.000005712
3,3,0.000021751
4,4,0.000027852
5,5,0.000095822
6,6,0.000156289
7,6,0.000452732
8,17,0.017307458
9,16,0.000923368
10,10,0.000485026
11,14,0.000276464
12,16,0.001488316
13,21,0.00284411
14,20,0.001275829
15,18,0.000921409
16,20,0.000814745
17,20,0.003179657
18,20,0.000832276
19,20,0.004691323
20,20,0.003410122
21,20,0.000565052
22,20,0.000744543
23,20,0.00173856
24,21,0.001362711
25,20,0.007146254
26,20,0.000719994
27,19,0.010637461
28,20,0.000269911
29,21,0.008251345
30,21,0.001730919
1,1,0.00000193
2,2,0.000002157
3,2,0.00000167
4,4,0.000028494
5,5,0.000110845
6,6,0.00291451
7,7,0.000194631
8,14,0.000770323
9,16,0.001065184
10,10,0.000218705
11,19,0.00012262
12,21,0.001263932
13,18,0.007267485
14,17,0.0029424
15,20,0.001153982
16,20,0.000169261
17,21,0.001691974
18,20,0.000221227
19,19,0.000567749
20,20,0.000207888
21,21,0.000755698
22,20,0.000788607
23,21,0.000780318
24,21,0.000843115
25,20,0.004038786
26,18,0.001233171
27,21,0.005819746
