ida_depth,Time (s)
7,0.000612236
8,0.002910348
1,0.000599067
2,0.000185583
3,0.000063867
4,0.000061704
5,0.000182098
6,0.000310246
7,0.000274765
8,0.003685353
1,0.000297622
2,0.006255838
3,0.002353589
4,0.008663742
5,0.000841952
6,0.005497528
7,0.005161857
8,0.00175656
1,0.002208134
2,0.013875129
3,0.000752007
4,0.005020981
5,0.00013233
6,0.005218577
7,0.000576655
8,0.006365086
1,0.01407311
2,0.001568596
3,0.000538957
4,0.008361438
5,0.013187543
6,0.001124469
7,0.001326858
8,0.003871524
1,0.000805803
2,0.001108699
3,0.000329485
4,0.000039135
5,0.000425796
6,0.002610024
7,0.003725374
8,0.020581674
1,0.001589732
2,0.000086554
3,0.001638095
4,0.00014031
5,0.003234944
6,0.004454554
7,0.001747789
8,0.004105473
1,0.000044712
2,0.001483266
3,0.000020509
4,0.000939762
5,0.000138888
6,0.000690739
7,0.000811665
8,0.007487906
1,0.001358291
2,0.000397233
3,0.002280479
4,0.002358195
5,0.023946609
6,0.000031627
7,0.011260498
8,0.009802399
1,0.001663104
2,0.000779469
3,0.000715779
4,0.000927913
5,0.001476919
6,0.00338344
7,0.002685327
8,0.004705053
1,0.001355813
2,0.012735931
3,0.0020797
4,0.000962614
5,0.000566549
6,0.000564931
7,0.006807622
8,0.011148314
1,0.000403632
2,0.000740911
3,0.000661205
4,0.008883304
5,0.000216238
6,0.000084137
7,0.00097371
8,0.00664027
1,0.000850478
2,0.000366485
3,0.000186865
4,0.00148857
5,0.001237605
6,0.02502636
7,0.012455076
8,0.008434478
1,0.000777659
2,0.001001583
3,0.000232451
4,0.000068299
5,0.000117739
6,0.001140232
7,0.000391552
8,0.002593107
1,0.000549266
2,0.000786743
3,0.016627367
4,0.001346468
5,0.001142545
6,0.001332139
7,0.001456957
8,0.006341559
1,0.000519019
2,0.001688953
3,0.000536018
4,0.009093722
5,0.002306076
6,0.002734808
7,0.004294604
8,0.005325648
1,0.002572952
2,0.000672321
3,0.000083891
4,0.00028096
5,0.001358509
6,0.001599223
7,0.001514398
8,0.008655853
1,0.000451389
2,0.000594273
3,0.000584081
4,0.002228782
5,0.000770245
6,0.008157741
7,0.000923656
8,0.007452345
1,0.018882715
2,0.001121447
3,0.000745845
4,0.000299738
5,0.000821176
6,0.010217702
7,0.001114261
8,0.002693796
1,0.000015822
2,0.000051183
3,0.001536652
4,0.000090044
5,0.000147861
6,0.002648641
7,0.000923924
8,0.013239468
1,0.005724471
2,0.001039101
3,0.001679337
4,0.008104464
5,0.000139346
6,0.000112714
7,0.001525902
8,0.001556444
1,0.001004274
2,0.001440551
3,0.000368668
4,0.000653517
5,0.000679768
6,0.000426133
7,0.001098617
8,0.00292612
1,0.003371164
2,0.000368085
3,0.000267979
4,0.011756327
5,0.005507474
6,0.000716445
7,0.001798455
8,0.016760161
1,0.001060651
2,0.001773277
3,0.000771023
4,0.000434867
5,0.002566437
6,0.0019293
7,0.000701539
8,0.005015231
1,0.000466785
2,0.010856759
3,0.000977007
4,0.000983243
5,0.002686356
6,0.00067346
7,0.001039123
8,0.00460843
1,0.011442381
2,0.002192069
3,0.012219546
4,0.000062356
5,0.003693127
6,0.000126095
7,0.009626737
8,0.004820624
1,0.005311631
2,0.00019806
3,0.001499619
4,0.001558664
5,0.004174977
6,0.000402712
7,0.01395863
8,0.006685141
1,0.000461607
2,0.001789163
3,0.00588905
4,0.000057732
5,0.000442419
6,0.000118935
7,0.000309517
8,0.002473251
1,0.000874055
2,0.00428388
3,0.001840413
4,0.007132592
5,0.020783953
6,0.005998169
7,0.001517771
8,0.013443825
1,0.00006702
2,0.010772973
3,0.00205759
4,0.001549899
5,0.004856411
6,0.006849838
7,0.000343119
8,0.003702147
1,0.00003344
2,0.000061694
3,0.011616058
4,0.000291572
5,0.000678517
6,0.002057135
7,0.008083125
8,0.005061577
1,0.000192072
2,0.000158478
3,0.001564364
4,0.000035927
5,0.005836536
6,0.001055452
7,0.000338214
8,0.006941066
1,0.008116006
2,0.001090383
3,0.000040742
4,0.005031013
5,0.001460237
6,0.002339309
7,0.000530437
8,0.005185177
1,0.00006742
2,0.000986483
3,0.000594497
4,0.000692183
5,0.00189373
6,0.001700454
7,0.002717008
8,0.009005393
1,0.000180397
2,0.001214548
3,0.006084728
4,0.001542242
5,0.000076973
6,0.000193618
7,0.000759426
8,0.006791787
1,0.000289584
2,0.008142096
3,0.000988115
4,0.000650134
5,0.003777117
6,0.004506442
7,0.001641725
8,0.018129536
1,0.00003021
2,0.001552843
3,0.011964157
4,0.005151571
5,0.000731291
6,0.002124328
7,0.005271362
8,0.023941365
1,0.001923894
2,0.002873924
3,0.001797822
4,0.000821042
5,0.010541473
6,0.000614185
7,0.001755405
8,0.009222777
1,0.014925044
2,0.000972469
3,0.000901772
4,0.001292087
5,0.00006543
6,0.003463444
7,0.000633163
8,0.010497835
1,0.000482507
2,0.001351764
3,0.000084046
4,0.015106162
5,0.000608639
6,0.001803832
7,0.001532691
8,0.038334199
1,0.000873281
2,0.000122146
3,0.000446452
4,0.001082024
5,0.004263604
6,0.00010694
7,0.009177546
8,0.005014541
1,0.000133456
2,0.00485761
3,0.000233771
4,0.000404351
5,0.00025758
6,0.002067698
7,0.022671689
8,0.014031596
1,0.000970836
2,0.000743271
3,0.001137847
4,0.01269719
5,0.001450733
6,0.00011546
7,0.007923241
8,0.033041161
1,0.000139828
2,0.000015547
3,0.001138224
4,0.003247753
5,0.001694515
6,0.001391778
7,0.001404466
8,0.010560774
1,0.000171452
2,0.001388014
3,0.000768089
4,0.001475455
5,0.000582027
6,0.007320316
7,0.013566058
8,0.005163018
1,0.000104246
2,0.000134679
3,0.000774103
4,0.001677299
5,0.000509515
6,0.001382957
7,0.000884745
8,0.003465634
1,0.000562733
2,0.000278914
3,0.002051528
4,0.001676503
5,0.000778762
6,0.000280186
7,0.006441692
8,0.002795829
1,0.000400055
2,0.001210951
3,0.00127858
4,0.003156672
5,0.000655284
6,0.000392951
7,0.002219812
8,0.010678077
1,0.008349916
2,0.001027208
3,0.000058227
4,0.002406802
5,0.000897687
6,0.001393043
7,0.006921405
8,0.007443442
1,0.001502646
2,0.001293066
3,0.000970447
4,0.000045947
5,0.00040592
6,0.000096573
7,0.001175405
8,0.003242936
1,0.001274763
2,0.00135657
3,0.003139798
4,0.000342241
5,0.005640639
6,0.001415748
7,0.001455526
8,0.004869205
1,0.00008554
2,0.005043909
3,0.000933281
4,0.002474629
5,0.001739897
6,0.000518258
7,0.005063867
8,0.003385829
1,0.000240174
2,0.00006735
3,0.000610479
4,0.003283679
5,0.000026431
6,0.0012674
7,0.001395069
8,0.021667842
1,0.001046845
2,0.003148265
3,0.000573005
4,0.000344448
5,0.006512756
6,0.000388726
7,0.008884561
8,0.014811659
