Length,Time (ms)
21,0.00057563
21,0.000627177
21,0.000715673
21,0.00103272
21,0.000368816
20,0.00030382
21,0.000815217
21,0.002150129
21,0.009878378
21,0.001072404
20,0.000055533
21,0.001440423
20,0.000345958
21,0.00139632
20,0.000154999
20,0.001390979
21,0.000592538
21,0.00146241
20,0.001975334
21,0.010416039
21,0.000784019
18,0.000092257
21,0.001407378
20,0.001653763
21,0.002033193
19,0.00069168
21,0.000725504
20,0.000455383
21,0.000842886
21,0.000730835
21,0.001935425
19,0.000093454
21,0.001716555
20,0.004816232
20,0.01065709
19,0.000039957
21,0.000523476
21,0.001242469
20,0.000135825
19,0.001382166
21,0.002995566
21,0.000513109
21,0.005462587
20,0.000281506
20,0.00003594
21,0.010361178
20,0.001166268
20,0.005105769
20,0.000454025
20,0.001908546
17,0.000070923
21,0.000707148
21,0.017979316
21,0.003436858
20,0.000042105
21,0.000802975
21,0.000531165
21,0.001094196
21,0.001608469
21,0.001054016
20,0.00003829
20,0.000488503
20,0.005335161
21,0.001811403
20,0.000529853
21,0.000821227
20,0.001051962
21,0.004608167
21,0.005268424
19,0.000506182
21,0.0006294
20,0.00111586
20,0.000310631
21,0.000750656
16,0.000141765
20,0.000235551
20,0.000078374
20,0.000956298
19,0.000080854
20,0.000433771
20,0.000560659
20,0.001030777
21,0.001176742
21,0.002692905
20,0.003570917
21,0.002050598
20,0.002146718
20,0.000131239
21,0.001813172
21,0.000905198
19,0.004023151
21,0.001600742
20,0.000290865
21,0.000701911
20,0.00172596
21,0.015726448
21,0.000653165
20,0.000393791
21,0.001091144
20,0.000316624
21,0.001831049
20,0.000068753
21,0.001610729
21,0.00042662
20,0.002198697
21,0.000451754
21,0.001145354
20,0.010400624
19,0.000082904
20,0.002043461
20,0.000476655
21,0.013052062
21,0.001399595
20,0.000083523
21,0.000420176
20,0.000619717
20,0.000342155
21,0.00125414
21,0.000804679
21,0.000499066
21,0.001036127
21,0.000916635
19,0.001094579
20,0.000938939
20,0.000923857
20,0.000109512
21,0.020123447
20,0.001110028
21,0.001060151
20,0.000766379
21,0.002016715
19,0.000079527
19,0.001007682
20,0.000849388
21,0.001269033
20,0.001947019
20,0.000534164
21,0.006239095
20,0.000222969
21,0.011369535
21,0.017255306
21,0.011186041
21,0.007573264
21,0.003160839
18,0.000018404
21,0.024981973
21,0.000755811
21,0.007198671
20,0.001091601
20,0.000087987
20,0.000019592
19,0.000721345
20,0.000069046
20,0.001003694
20,0.003595261
21,0.002595987
20,0.00005307
20,0.001360483
18,0.000036917
21,0.000329518
21,0.001764223
21,0.001456201
21,0.001450934
19,0.000586414
20,0.000030269
21,0.00216208
20,0.000049195
21,0.00094288
20,0.009849113
19,0.002035065
20,0.000138022
19,0.000212279
21,0.001206137
21,0.000795668
20,0.002804121
20,0.001977355
21,0.00200208
21,0.002059764
20,0.000209386
20,0.000786832
21,0.005709385
21,0.01050439
20,0.000021181
20,0.000018262
21,0.001922836
21,0.000406179
20,0.000367913
20,0.000332672
20,0.001821542
21,0.000763745
21,0.011355431
21,0.002443276
21,0.000645758
21,0.001367369
21,0.000532177
21,0.000401212
21,0.001915895
21,0.001205973
20,0.000472857
20,0.000092896
20,0.000902797
20,0.000902891
20,0.000337588
21,0.001254845
20,0.002724642
22,0.014070112
22,0.008867068
21,0.007061019
21,0.000966856
21,0.000853039
20,0.000162512
20,0.00170942
20,0.000621946
21,0.002477
20,0.000224106
21,0.018684995
20,0.000102667
20,0.000229855
20,0.003325799
20,0.019031848
21,0.000671734
21,0.001176314
21,0.002330469
20,0.01466803
20,0.000041436
21,0.000581318
21,0.000971112
20,0.003336707
21,0.005066923
19,0.001986018
21,0.00080534
21,0.003477151
20,0.000801658
21,0.00114584
21,0.001241041
20,0.008224798
20,0.000839276
20,0.001031943
21,0.001588065
19,0.000973014
20,0.00012866
21,0.001793118
20,0.001109852
21,0.001254195
20,0.000133602
19,0.000318299
21,0.008284258
21,0.009856226
19,0.000143282
22,0.00473057
21,0.001217052
21,0.014027158
19,0.000700278
20,0.000149809
21,0.001314443
20,0.000077121
20,0.004952957
20,0.000338278
21,0.000576472
21,0.000590177
21,0.001057204
20,0.000193471
21,0.003698496
20,0.002596102
21,0.002146799
21,0.017803339
20,0.000148401
21,0.001231273
21,0.000709246
21,0.000482206
20,0.00096513
20,0.003338152
20,0.001975026
20,0.002821356
21,0.001249282
19,0.000083439
21,0.003669766
20,0.000810635
22,0.009237937
20,0.000200944
21,0.001261132
19,0.000151814
20,0.000114856
20,0.000034738
21,0.001390294
20,0.000157113
21,0.003357701
20,0.001381631
20,0.000366023
21,0.000422193
20,0.000957971
21,0.001347985
20,0.004645637
21,0.002624384
20,0.007154585
20,0.012880209
20,0.000529765
21,0.000417254
21,0.000399473
21,0.001055426
20,0.000131715
21,0.00122074
20,0.000308986
21,0.005531158
21,0.00370808
19,0.000299887
20,0.00057676
21,0.002314875
19,0.015349202
20,0.000335878
20,0.002654246
19,0.000649668
20,0.001337196
21,0.001845613
21,0.001800157
20,0.000239851
21,0.000975653
20,0.000180788
21,0.00291281
20,0.000762079
20,0.001424121
20,0.000153217
21,0.00421754
21,0.010693134
20,0.000785739
20,0.000056226
21,0.000987127
20,0.000570734
21,0.025001983
21,0.015482401
21,0.00145746
20,0.000940595
20,0.004548571
19,0.000180378
20,0.000130688
19,0.005369052
20,0.000083432
21,0.000728426
21,0.006604932
20,0.001153635
21,0.002770315
20,0.004476712
21,0.001745161
21,0.000636038
21,0.001307341
21,0.003010858
21,0.019241261
20,0.006377232
20,0.001936091
20,0.003629955
20,0.000640362
21,0.000823284
21,0.001370203
20,0.00150485
21,0.014813347
20,0.00359009
20,0.003087156
22,0.010929116
21,0.006058138
20,0.000599962
20,0.000232124
21,0.001911981
22,0.006394182
19,0.000980216
20,0.000114223
20,0.000190781
19,0.001739552
20,0.002475918
21,0.004830024
21,0.000227308
20,0.000040442
21,0.00166251
21,0.001101908
21,0.00138559
21,0.00155158
20,0.000141834
20,0.000468266
20,0.001552765
19,0.00003281
20,0.001293542
19,0.000096775
20,0.000243235
20,0.002438287
21,0.000860516
20,0.000199713
21,0.000849433
21,0.001126014
21,0.011072609
19,0.000423846
20,0.000711418
20,0.000186226
18,0.00022289
20,0.000160425
19,0.000435512
20,0.000044637
20,0.000060463
20,0.000229352
20,0.000430061
20,0.001031543
21,0.012619312
21,0.001482312
20,0.000695193
21,0.001863374
21,0.007362153
20,0.00835614
21,0.007120644
21,0.000936341
20,0.000148937
20,0.000784726
21,0.013890859
20,0.00019028
20,0.000133933
20,0.001437761
20,0.001655417
21,0.001041148
21,0.016952191
18,0.006123718
20,0.000048328
20,0.002883737
20,0.000585104
21,0.000957736
20,0.000065517
21,0.000755082
20,0.001479882
21,0.008549447
20,0.000243496
21,0.002542262
21,0.001392241
21,0.001933468
20,0.000887831
20,0.001092833
21,0.01000555
21,0.002222491
21,0.000681694
21,0.000459254
20,0.009109446
21,0.02475395
19,0.000995022
21,0.019830741
21,0.001169242
20,0.028799583
20,0.001368634
20,0.001856268
19,0.000464039
21,0.000645391
20,0.000488824
21,0.000980382
21,0.001235765
21,0.000654054
21,0.001921918
18,0.000118293
20,0.003730574
20,0.000075308
21,0.001324923
20,0.000637993
19,0.000060724
20,0.00026571
21,0.008898187
21,0.000462557
21,0.008758035
20,0.000050093
20,0.000853074
21,0.000665992
19,0.000184741
21,0.001793141
21,0.001263231
21,0.00144389
21,0.010446212
20,0.000451111
20,0.000034846
21,0.001796231
21,0.000418119
21,0.000712865
20,0.002069844
20,0.005347888
21,0.001331113
20,0.000260959
21,0.001447166
19,0.000073619
20,0.000664498
21,0.00153918
20,0.000414674
20,0.001122558
20,0.001723873
21,0.009971854
22,0.006093184
21,0.000935625
21,0.001555462
21,0.001691979
20,0.000096487
20,0.000267799
21,0.00087469
21,0.001004235
20,0.000046505
20,0.000158596
21,0.000988748
20,0.012176203
20,0.000759231
21,0.000672967
21,0.000293254
21,0.001508776
20,0.000148267
20,0.001544599
21,0.01093556
21,0.00596213
21,0.001266076
21,0.021706306
19,0.004310414
20,0.000410995
21,0.001199545
19,0.000785764
21,0.006923169
19,0.000118412
21,0.000598264
20,0.002534285
21,0.001187704
21,0.001059719
21,0.00122409
21,0.006213484
20,0.000457235
20,0.002869196
21,0.014137964
20,0.004751992
19,0.000380052
21,0.001244961
20,0.000848306
21,0.000967692
20,0.004074192
20,0.000107166
21,0.000696321
21,0.002311583
20,0.00005549
21,0.002336253
21,0.005751264
21,0.001266549
20,0.001401637
20,0.000303451
21,0.00125807
20,0.000917526
21,0.002255243
20,0.000054351
21,0.001216794
20,0.000237224
21,0.002035922
21,0.00117076
20,0.00231371
18,0.000045376
21,0.000916379
20,0.000923809
19,0.001713766
21,0.007005623
20,0.018470821
20,0.001274264
21,0.007309478
21,0.01006226
21,0.001563749
20,0.017863062
21,0.003402598
20,0.000272821
21,0.002522363
21,0.000715842
20,0.000693095
20,0.000206305
21,0.002608304
21,0.004538257
21,0.016870523
20,0.000457961
20,0.001023769
21,0.015868721
20,0.000208473
21,0.001041375
21,0.001767132
20,0.000272323
21,0.00274719
20,0.000201085
20,0.000167303
20,0.000636058
20,0.000533517
20,0.000112794
21,0.003774894
21,0.001712492
20,0.004353571
20,0.000077724
20,0.001185285
18,0.002284476
19,0.0034739
21,0.002257795
20,0.00080945
20,0.00005163
21,0.003286997
21,0.006798745
21,0.001861968
20,0.001190183
20,0.001612073
20,0.000053557
20,0.001089968
21,0.008233629
20,0.000139221
20,0.00168986
21,0.001521136
21,0.001044146
20,0.000346941
21,0.001294528
19,0.000102425
20,0.000301295
21,0.00267438
21,0.001152272
21,0.001286996
20,0.002023057
21,0.001532031
20,0.003685826
21,0.001095967
20,0.000451886
20,0.000093338
21,0.000656529
21,0.010521788
20,0.010037338
20,0.001255382
21,0.000842226
20,0.000301785
20,0.001119559
20,0.000051862
20,0.000622967
21,0.000645141
20,0.00048557
20,0.001697163
21,0.003573868
20,0.001451365
20,0.001301401
19,0.000320297
20,0.00020861
20,0.000856276
20,0.000880052
20,0.004964989
21,0.000604088
20,0.000208727
21,0.001102558
19,0.000017461
20,0.00002284
21,0.000849092
21,0.001565285
21,0.003402467
21,0.016647973
21,0.00100992
21,0.001880822
21,0.004637466
20,0.00054923
21,0.001230483
21,0.00044113
20,0.000783086
20,0.016240466
20,0.007677934
21,0.002855968
21,0.008679117
20,0.000305434
19,0.000112812
21,0.000667455
20,0.000090168
21,0.001734862
21,0.00221992
21,0.000696633
21,0.002033971
21,0.00070808
21,0.000720907
20,0.000106557
20,0.000375691
21,0.011862717
21,0.001109972
20,0.004249067
19,0.000023527
21,0.001292887
20,0.011062561
21,0.001132747
19,0.00014348
20,0.00487603
20,0.000117335
19,0.000179331
21,0.000454284
21,0.002303797
21,0.000979622
20,0.007415587
20,0.000996302
21,0.001132477
21,0.012056588
21,0.000836676
21,0.000650882
22,0.019354087
21,0.002031052
19,0.000678005
20,0.004750232
21,0.011612679
17,0.000279167
20,0.000124239
21,0.003193234
20,0.000553348
21,0.002412966
20,0.000221236
19,0.000027418
20,0.000217488
19,0.001539456
19,0.00066049
20,0.000182454
20,0.00456091
20,0.000043234
21,0.00109537
21,0.001806569
21,0.000919972
20,0.000187089
21,0.007601352
21,0.001565876
21,0.000732366
19,0.000036113
20,0.00504582
19,0.000450884
21,0.001367221
21,0.002475833
21,0.002809141
19,0.001490706
20,0.001609726
20,0.000036522
21,0.00071617
20,0.001484551
20,0.000542225
21,0.000815741
21,0.001313463
20,0.000915567
20,0.000177197
20,0.008112506
20,0.000285437
21,0.014668154
21,0.000426161
21,0.001681601
20,0.00007196
21,0.00406729
21,0.000892007
19,0.000650729
20,0.002508648
21,0.002271599
21,0.001991008
20,0.000399559
19,0.002305103
21,0.002914114
19,0.004670621
21,0.014326091
20,0.000375207
20,0.000066944
21,0.000974697
21,0.007880145
20,0.000975639
20,0.000439301
19,0.000123595
21,0.010393615
21,0.000768178
21,0.006420129
21,0.00073658
21,0.006419849
20,0.002379782
20,0.002548085
20,0.007023664
21,0.000649628
20,0.001523411
21,0.005890265
21,0.00430117
21,0.000478195
21,0.001129385
21,0.008775989
21,0.00252133
20,0.002216241
21,0.001663275
21,0.001030918
20,0.000716934
19,0.00087683
20,0.000086574
20,0.000130271
21,0.020132541
20,0.000230407
21,0.000681425
20,0.000375882
19,0.005723295
21,0.017014744
20,0.000268793
21,0.000961549
20,0.000101153
21,0.013808728
20,0.000936577
20,0.009086021
20,0.004538751
21,0.000808485
21,0.014244248
20,0.000939657
20,0.002199167
20,0.000624137
19,0.00017753
21,0.001057347
21,0.001465773
21,0.000910531
21,0.000746202
20,0.000724257
19,0.002076045
19,0.001400898
21,0.001967346
21,0.000688838
21,0.015153162
19,0.000051931
20,0.000048215
18,0.000042736
19,0.001039816
21,0.000710532
21,0.001250351
19,0.000040466
21,0.000908243
21,0.000991884
20,0.000031726
20,0.000882328
21,0.000656955
19,0.000635918
18,0.000299426
21,0.00965671
20,0.004378112
20,0.000078823
21,0.002394577
20,0.00092277
20,0.000099381
21,0.019105555
20,0.000359687
21,0.000806653
21,0.007970046
20,0.00003992
20,0.000447732
21,0.002214536
20,0.000059065
21,0.001707622
20,0.000096816
19,0.000018349
20,0.00038483
19,0.000368538
21,0.000559604
20,0.000095885
20,0.000192379
20,0.000654558
21,0.007609783
21,0.001860396
20,0.001565114
20,0.0000521
20,0.000862042
20,0.001640618
21,0.016405219
21,0.001210822
21,0.000909142
21,0.000184681
19,0.00140661
21,0.000369321
20,0.000335236
20,0.000655555
21,0.009493082
21,0.007206695
20,0.000710069
20,0.005082543
21,0.015635696
20,0.002673533
21,0.002228367
21,0.001057531
21,0.011292484
21,0.001766621
20,0.000382162
20,0.000335944
21,0.00076765
21,0.000366156
21,0.000469619
21,0.000943154
20,0.00367341
20,0.001087875
21,0.000931726
21,0.000861332
20,0.00027292
21,0.01484977
21,0.001147593
21,0.009846645
21,0.000875466
20,0.000586961
20,0.000222646
21,0.001190724
19,0.000028802
19,0.000812228
20,0.000043516
20,0.000144026
20,0.00108268
21,0.000678474
20,0.005755624
20,0.000258833
21,0.001981115
18,0.000099806
21,0.00080897
21,0.000617527
20,0.000018899
19,0.004036652
20,0.000409233
21,0.001554608
21,0.00113858
20,0.000070471
20,0.0008397
21,0.002387619
20,0.000127263
20,0.002285843
20,0.00058167
21,0.002075816
21,0.013782407
21,0.000581923
20,0.000612401
22,0.007331099
21,0.010693067
21,0.001588906
20,0.00156677
20,0.000737238
21,0.001352715
21,0.00488261
21,0.000637215
19,0.000523898
20,0.000302158
20,0.003293852
21,0.001048705
21,0.001165152
21,0.004812813
19,0.000082581
20,0.00129994
18,0.000748512
22,0.012037921
18,0.000354096
21,0.006393155
20,0.000594052
21,0.000940084
21,0.001233802
21,0.000765534
21,0.001194709
22,0.013416448
18,0.004566007
21,0.000785395
21,0.001881181
21,0.002088959
20,0.001250802
21,0.002028485
21,0.000852994
20,0.001921219
20,0.001760276
21,0.000751618
21,0.000880206
20,0.000126274
21,0.001155682
20,0.000076079
21,0.015985811
22,0.010946975
21,0.000926133
19,0.000017571
21,0.001204337
20,0.000179271
21,0.00070508
20,0.000242563
21,0.011397413
20,0.000075964
20,0.000148517
21,0.000780821
21,0.000528848
20,0.000156485
21,0.001236837
21,0.001441811
20,0.000438507
22,0.012272558
21,0.001929805
19,0.000569362
21,0.000596578
20,0.000108179
20,0.004133875
20,0.009047501
21,0.011730558
20,0.013273768
20,0.001480073
20,0.002209541
21,0.001513236
21,0.002081886
20,0.008032639
20,0.000133239
21,0.000696274
20,0.000036194
19,0.000650318
20,0.000104032
21,0.00064175
21,0.0006665
20,0.001287279
21,0.001172359
20,0.001608529
21,0.008050986
19,0.000206353
20,0.000021197
20,0.000785368
20,0.000086959
21,0.000873864
20,0.000252661
21,0.001262693
20,0.001282073
20,0.000594848
21,0.001977965
21,0.001440422
20,0.00003275
20,0.000200348
20,0.000120721
21,0.00142592
20,0.000312079
20,0.000104535
21,0.002125236
20,0.001344831
21,0.000451151
21,0.000992591
20,0.000224033
20,0.000455836
20,0.000305989
20,0.00052678
20,0.000047795
19,0.002388398
20,0.00240787
20,0.00038505
21,0.000596802
20,0.001293076
21,0.002119165
21,0.009222364
20,0.000086318
20,0.007225248
20,0.000169974
21,0.002311702
21,0.001331001
21,0.00032037
21,0.008364212
21,0.002201069
21,0.001116249
21,0.000660837
19,0.002096856
21,0.001046201
21,0.000699953
21,0.00070993
19,0.000025592
20,0.000258835
21,0.000319713
20,0.005325103
20,0.000092245
21,0.00176874
21,0.011042557
19,0.000362532
21,0.000884301
20,0.000629808
19,0.001315538
21,0.002321606
21,0.001035172
21,0.001951541
20,0.000027997
20,0.001843193
21,0.00211176
21,0.001896307
21,0.001773661
20,0.000908783
21,0.001100004
20,0.000143529
18,0.000152175
20,0.000163604
21,0.001714991
21,0.00150235
21,0.002521
20,0.000794432
20,0.001316265
20,0.000536612
21,0.001138754
20,0.000039356
21,0.002236219
21,0.001667068
20,0.000369002
21,0.004584732
20,0.001893907
19,0.000079986
21,0.001366201
21,0.00248981
19,0.001277838
20,0.01402882
21,0.001227138
20,0.001501764
21,0.001428709
21,0.009749623
21,0.001413567
21,0.001519077
20,0.000272324
21,0.00062685
20,0.006759245
21,0.000885836
20,0.000414734
19,0.000031848
20,0.000188065
21,0.001811874
21,0.000663489
20,0.011537194
21,0.003610472
21,0.004978087
20,0.013911311
20,0.000108898
21,0.000962084
21,0.031715041
20,0.003731594
21,0.004469342
21,0.001965517
20,0.005548962
19,0.000063064
20,0.002278625
21,0.000752502
20,0.012805857
21,0.000428861
21,0.000833014
20,0.000823242
19,0.0021805
20,0.000589189
21,0.001109332
21,0.000822136
21,0.000404647
20,0.001625817
22,0.004916169
19,0.000076299
21,0.003891201
20,0.008148585
19,0.000249571
20,0.001476576
21,0.001081528
20,0.008138982
21,0.002692734
20,0.000726449
20,0.000472975
20,0.000071901
21,0.006749769
21,0.001316609
21,0.00145485
20,0.00104529
20,0.000077813
21,0.001348515
21,0.001048943
20,0.000881631
21,0.001077124
20,0.000125342
21,0.001133237
21,0.000944483
21,0.013002733
18,0.001652115
20,0.003183001
21,0.013228707
21,0.001340002
21,0.000784089
20,0.000723521
21,0.000812892
21,0.002049945
21,0.000283999
20,0.000017558
21,0.008203595
20,0.000047664
21,0.002622983
21,0.001018807
21,0.000480224
21,0.000911261
19,0.000122262
20,0.00018263
21,0.001876617
20,0.000877862
22,0.008210736
21,0.000651724
22,0.011827017
21,0.001160022
21,0.000883251
20,0.00031238
21,0.000768326
21,0.015087473
21,0.000672674
21,0.010179413
20,0.006024302
21,0.011073895
21,0.001599741
21,0.000858906
20,0.001424376
21,0.001495202
21,0.003145315
21,0.002340458
20,0.008671917
21,0.00044309
20,0.000937933
20,0.000339053
21,0.001366782
21,0.001430225
21,0.001066023
21,0.000823888
20,0.000108191
21,0.00102139
21,0.001332577
21,0.009716267
21,0.000865874
21,0.000808858
20,0.000290897
21,0.000890893
21,0.005013522
21,0.000647674
19,0.000828757
21,0.000863938
20,0.000302625
21,0.001357439
20,0.001076044
20,0.001944707
20,0.008880243
20,0.00002098
21,0.000369522
21,0.009242943
20,0.000464163
21,0.00057443
20,0.006483481
21,0.001050769
20,0.000084499
21,0.000814317
21,0.009172395
21,0.00207646
20,0.000469378
21,0.001909646
20,0.000811884
20,0.000569924
20,0.000137024
21,0.001697243
20,0.006837658
21,0.00122231
19,0.000759105
21,0.000922587
21,0.000791867
20,0.000397949
20,0.000076787
21,0.00237208
21,0.000599006
21,0.003564024
21,0.000868561
21,0.002348813
20,0.000975337
20,0.00027518
21,0.001231323
21,0.001440813
21,0.003537986
20,0.00028176
21,0.001136946
20,0.000499005
20,0.000437739
21,0.001978408
20,0.000751736
21,0.001417158
19,0.000631564
20,0.001700232
20,0.013599875
20,0.009828454
21,0.011133265
18,0.000205244
21,0.000758894
21,0.000521706
21,0.001402546
21,0.001018303
19,0.000878643
20,0.000093334
20,0.000066117
20,0.001001591
21,0.002042361
21,0.000730384
20,0.000826106
21,0.003133476
21,0.001841639
21,0.000269512
21,0.007702011
20,0.000339242
21,0.00056263
19,0.000024326
21,0.007144964
21,0.0030794
20,0.000166094
20,0.007032016
20,0.000095954
21,0.002333359
19,0.001082591
20,0.00180215
21,0.001818245
21,0.001144417
21,0.001314853
20,0.000064775
20,0.00021679
20,0.000099272
20,0.00027117
21,0.000936452
20,0.002037106
21,0.002079973
21,0.002671662
19,0.005036615
20,0.00018659
20,0.009491564
20,0.000080634
21,0.001891269
20,0.002957459
21,0.001680622
20,0.001685971
21,0.002658571
20,0.000098685
21,0.007641585
20,0.000083471
21,0.001052132
19,0.000113979
20,0.015585387
21,0.000967559
21,0.001333067
21,0.012155291
21,0.001531551
20,0.000269753
19,0.004562965
20,0.005067261
20,0.004653707
20,0.001106656
21,0.001168811
21,0.007844098
21,0.001297147
21,0.002015344
21,0.001553735
20,0.001467005
17,0.001703877
20,0.000051537
20,0.001846762
20,0.000074958
20,0.000065272
19,0.000446806
20,0.000029976
21,0.010139315
20,0.000252945
18,0.000685924
20,0.001579799
19,0.000589424
22,0.005400636
20,0.000572907
20,0.000349959
21,0.001287639
21,0.007396835
21,0.000968444
20,0.000336393
20,0.013119747
19,0.00028822
20,0.007370786
20,0.003532436
21,0.001341731
21,0.000764525
21,0.00044563
21,0.001408065
20,0.002366738
21,0.000838848
20,0.000041031
21,0.000451924
20,0.007991822
20,0.000046905
21,0.000962599
20,0.000402124
20,0.001894467
20,0.00031999
21,0.001999677
21,0.000232755
21,0.001393072
21,0.014068088
21,0.015556862
20,0.00044401
21,0.002330121
21,0.001660688
18,0.000278827
20,0.00008824
20,0.000135257
21,0.001541873
20,0.00046316
21,0.001145546
21,0.002577356
20,0.00263379
20,0.000098611
19,0.00005082
20,0.001378162
19,0.000046092
20,0.000116172
21,0.002359701
20,0.001215808
20,0.000484918
21,0.001160372
20,0.000020422
20,0.010593837
21,0.001496117
20,0.000061267
20,0.004244615
20,0.000870182
21,0.001068339
20,0.000783316
20,0.00009894
20,0.007800051
20,0.001646846
21,0.001296803
20,0.002196976
20,0.000518953
21,0.00071032
20,0.001257438
21,0.000840685
19,0.000326735
20,0.001562106
21,0.001565942
20,0.000171907
20,0.003099491
20,0.007725696
20,0.000363273
21,0.00859094
21,0.001048932
21,0.001117679
21,0.008029404
20,0.003802764
21,0.008933898
21,0.000525631
21,0.000972897
21,0.000711633
20,0.00009639
20,0.000043437
20,0.000721135
21,0.003312072
20,0.00045342
20,0.000611203
21,0.000611047
19,0.000123823
20,0.000891859
21,0.001614915
20,0.000736208
21,0.000972762
21,0.001987685
20,0.000560816
20,0.001592209
21,0.000280729
20,0.002222887
20,0.000192102
21,0.000475099
21,0.000868517
21,0.001026665
21,0.003833402
20,0.000614273
21,0.001929985
21,0.001477029
21,0.001333768
20,0.000396023
20,0.000051175
21,0.007494875
20,0.000219352
21,0.003540443
20,0.001035946
20,0.00116926
20,0.000053686
20,0.000621442
21,0.012187425
21,0.001865283
21,0.001421344
21,0.001292879
19,0.00090676
20,0.000424686
20,0.004939982
20,0.002177143
20,0.000065692
20,0.001801807
20,0.00444119
21,0.00399104
21,0.002026858
22,0.00855457
20,0.000140638
20,0.000784242
20,0.000085815
20,0.000244082
21,0.002655756
21,0.026693451
21,0.003892034
21,0.001046462
21,0.000582018
20,0.000054347
19,0.000449269
21,0.000804255
21,0.000606038
21,0.0086628
20,0.000191674
18,0.005363554
20,0.000670226
21,0.001027022
21,0.000181546
19,0.000414836
21,0.000752345
20,0.000100063
20,0.000378104
20,0.000123211
20,0.000146865
20,0.000460016
20,0.000068931
21,0.000804434
20,0.000078012
21,0.008710742
20,0.000611897
21,0.000634296
17,0.000015928
20,0.011479285
21,0.000751
21,0.002367249
21,0.001821675
20,0.000045589
21,0.009649271
21,0.000739872
20,0.003412023
19,0.001276225
20,0.000550983
20,0.014854703
20,0.000090526
20,0.000110838
21,0.002788189
20,0.000283836
21,0.005774827
21,0.001378879
19,0.004446395
20,0.000026068
21,0.001135835
20,0.00051895
19,0.000083537
21,0.001527206
20,0.000188929
20,0.000552215
20,0.001152724
21,0.001101172
21,0.001792366
21,0.007580854
21,0.002481222
20,0.000065455
21,0.00221381
20,0.000114335
20,0.001120808
20,0.001836806
20,0.000584652
21,0.00104314
21,0.013446203
20,0.000620044
21,0.000652067
20,0.000216286
22,0.013130811
19,0.000022239
20,0.000403238
21,0.000723301
20,0.005755825
21,0.002066417
20,0.000101796
20,0.001381475
21,0.005184388
20,0.000337763
20,0.000067319
21,0.00228536
21,0.013456546
20,0.007348334
21,0.000528954
21,0.001584435
21,0.001966825
21,0.001565589
20,0.001413139
21,0.002354333
19,0.00546053
21,0.001953471
19,0.001720216
21,0.002151337
21,0.003340293
19,0.001962917
20,0.000205837
21,0.018949201
20,0.000119469
20,0.000598059
20,0.000372643
20,0.000464407
20,0.000732111
21,0.011144256
21,0.001402663
21,0.000678393
20,0.000082717
20,0.000722526
20,0.000270902
21,0.00166112
20,0.000048071
20,0.001583532
21,0.001052945
20,0.000784538
20,0.000759573
21,0.001094282
21,0.000592692
19,0.001882708
20,0.002547822
21,0.001862488
20,0.002714747
19,0.009500242
20,0.000322738
20,0.000067357
20,0.000344616
20,0.004520331
21,0.000700508
20,0.000147188
20,0.000919938
21,0.000453597
20,0.000659164
21,0.010860415
20,0.000337991
21,0.000828084
21,0.000612607
20,0.000060282
18,0.000165411
20,0.000266226
21,0.000806679
21,0.012694536
21,0.000931089
21,0.00143311
21,0.002194231
20,0.000533459
22,0.007842197
21,0.000993025
20,0.000135767
21,0.000855473
21,0.006111474
21,0.000750532
21,0.001952462
20,0.000182005
21,0.010761404
21,0.001142961
21,0.003678903
20,0.001162999
21,0.002488577
21,0.00201194
21,0.001208734
21,0.002991538
19,0.000140023
20,0.002322591
20,0.001156425
21,0.001146257
21,0.000346661
21,0.00151349
20,0.001290363
20,0.006801352
21,0.003538848
21,0.008593932
20,0.000515879
20,0.001602293
20,0.000056367
20,0.00141876
21,0.000289579
21,0.009987067
20,0.000319785
21,0.015898381
20,0.000771507
20,0.000637379
21,0.000853403
20,0.00215747
21,0.001197103
20,0.00006627
18,0.012767151
21,0.002297058
21,0.000578779
21,0.000912791
18,0.000360868
21,0.013922158
21,0.000663694
20,0.002408068
20,0.000367558
21,0.00071171
22,0.010663111
20,0.002821565
19,0.000194951
21,0.001765297
21,0.000896437
20,0.008919832
20,0.000828815
20,0.001145055
20,0.000459215
21,0.00174249
20,0.000061142
21,0.001208251
18,0.001156365
21,0.001037765
21,0.000841598
20,0.001201369
20,0.000204236
19,0.000061605
20,0.000586028
21,0.001515243
21,0.000532841
21,0.000811484
21,0.010761965
21,0.025358386
21,0.001266239
21,0.001115303
20,0.003441376
20,0.000044144
21,0.003133597
20,0.000793868
19,0.002288831
21,0.001941408
21,0.000520094
20,0.000200788
21,0.001272907
20,0.000419568
20,0.00046779
21,0.001347708
20,0.000415517
20,0.001294202
21,0.00104651
21,0.001407335
20,0.00063526
21,0.001891542
20,0.000026604
21,0.000716282
20,0.000089435
19,0.004948997
20,0.005330538
19,0.002350945
20,0.001010399
21,0.000947592
21,0.001124322
20,0.000393522
20,0.012637163
20,0.000069858
21,0.014549695
20,0.000690088
21,0.001549221
20,0.000025066
21,0.000743335
20,0.000586693
21,0.00028634
21,0.001973045
21,0.001454634
20,0.003739794
20,0.000066028
21,0.014877453
20,0.000310324
21,0.000288949
20,0.000061388
21,0.006605746
20,0.001049281
20,0.000309614
21,0.001147755
19,0.001625519
21,0.000706752
21,0.007892109
20,0.000375237
21,0.001158936
21,0.000475174
20,0.011181056
20,0.000694539
20,0.000168354
20,0.000637144
19,0.000052628
