Scramble Length,Solution Moves,Solution Time (s)
8,8,0.000849491
9,8,0.00260303
10,10,0.010634911
11,6,0.000053005
12,20,0.002489691
13,20,0.001469469
14,19,0.002714726
15,20,0.001905009
16,20,0.005136195
17,20,0.003716941
18,21,0.002801888
19,19,0.011531668
20,19,0.004490766
1,1,0.000001743
2,2,0.000002302
3,3,0.000001733
4,4,0.000003431
5,5,0.000008385
6,6,0.000445462
7,7,0.00022781
8,8,0.001042556
9,16,0.001696997
10,19,0.002566135
11,18,0.015530097
12,17,0.00143924
13,20,0.015796412
14,20,0.001712291
15,18,0.002937672
16,21,0.001603807
17,20,0.000799059
18,20,0.00140642
19,19,0.001471487
20,21,0.0062657
1,1,0.000001756
2,2,0.000002368
3,3,0.000002078
4,4,0.000002852
5,5,0.000014072
6,6,0.000226411
7,7,0.000121102
8,8,0.002933146
9,9,0.018989666
10,10,0.001012007
11,19,0.003760393
12,19,0.025402507
13,20,0.003740356
14,17,0.022408098
15,20,0.000699219
16,19,0.010368342
17,20,0.002621541
18,20,0.002298057
19,21,0.011834903
20,20,0.002785552
1,1,0.000001967
2,2,0.000001384
3,3,0.00000197
4,4,0.000006685
5,5,0.000010206
6,6,0.00010432
7,7,0.000710062
8,7,0.000797139
9,16,0.006148932
10,16,0.00934466
11,20,0.001953593
12,20,0.004871689
13,10,0.003163682
14,18,0.000459728
15,19,0.000516822
16,19,0.006577534
17,21,0.005639853
18,20,0.008986843
19,20,0.001208295
20,21,0.007183676
1,1,0.000002524
2,2,0.000002782
3,3,0.000002234
4,4,0.000008411
5,5,0.00010387
6,6,0.000012048
7,7,0.001028668
8,6,0.000085446
9,16,0.002571722
10,16,0.009444806
11,19,0.007678924
12,19,0.000731611
13,20,0.011381845
14,19,0.002048099
15,20,0.000279012
16,20,0.003161395
17,21,0.002644108
18,21,0.007775554
19,21,0.000756465
20,20,0.002490802
1,1,0.0000028
2,2,0.000002157
3,3,0.000002537
4,4,0.00000521
5,5,0.00000939
6,6,0.000004097
7,7,0.002514244
8,7,0.000117638
9,8,0.012107527
10,13,0.009893332
11,20,0.007550815
12,17,0.000497995
13,21,0.001407322
14,18,0.000965725
15,20,0.001104318
16,20,0.004227185
17,20,0.004837971
18,19,0.002153027
19,19,0.003825155
20,20,0.00471409
1,1,0.000001786
2,2,0.000002402
3,3,0.000004871
4,4,0.000003306
5,3,0.000002562
6,6,0.000007826
7,7,0.000097779
8,4,0.000006439
9,7,0.000026798
10,6,0.000073759
11,18,0.003382464
12,19,0.005009114
13,20,0.002911647
14,19,0.002047536
15,21,0.010068582
16,20,0.003207119
17,20,0.001831048
18,18,0.00350015
19,20,0.009630465
20,20,0.002148565
1,1,0.000001666
2,2,0.000001903
3,3,0.000003028
4,4,0.000004637
5,5,0.000009251
6,6,0.000400588
7,7,0.000340464
8,8,0.007712894
9,8,0.000809899
10,20,0.004441747
11,10,0.004385829
12,10,0.00405241
13,14,0.001945836
14,21,0.012659323
15,20,0.0039146
16,20,0.000868589
17,21,0.020810027
18,20,0.000647413
19,19,0.001438871
20,20,0.006942979
1,1,0.000003183
2,2,0.000001821
3,3,0.000004135
4,4,0.000003312
5,5,0.000035486
6,6,0.000087097
7,7,0.000630877
8,8,0.006366471
9,9,0.003620726
10,18,0.006221017
11,19,0.002243933
12,12,0.001184183
13,16,0.0035704
14,16,0.000233707
15,18,0.002565429
16,21,0.005049219
17,21,0.002728021
18,21,0.003419746
19,21,0.003378591
20,20,0.005365783
1,1,0.000001265
2,2,0.00000166
3,3,0.00000289
4,4,0.000010613
5,5,0.000013013
6,6,0.000199515
7,7,0.000340083
8,8,0.002462541
9,18,0.0037812
10,20,0.002721331
11,19,0.012116927
12,18,0.006482698
13,20,0.003841438
14,20,0.002448479
15,21,0.004481231
16,20,0.00295915
17,20,0.006542463
18,20,0.004720462
19,20,0.003837493
20,21,0.002075182
1,1,0.000001445
2,2,0.000002551
3,3,0.000004424
4,4,0.000011755
5,5,0.000004096
6,6,0.000140796
7,7,0.000562993
8,8,0.008756018
9,6,0.000052737
10,16,0.00348477
11,18,0.002359962
12,18,0.004397468
13,21,0.002115146
14,20,0.001712804
15,20,0.012074455
16,20,0.005224456
17,20,0.001731232
18,18,0.000671644
19,18,0.005627297
20,20,0.003895345
1,1,0.000002593
2,2,0.000003205
3,3,0.000001707
4,4,0.000003394
5,5,0.000012172
6,6,0.000136234
7,7,0.000349795
8,8,0.00278553
9,9,0.011469668
10,15,0.018464221
11,8,0.003267088
12,20,0.011021079
13,19,0.008584016
14,20,0.003563671
15,15,0.007264729
16,17,0.001737783
17,21,0.005031002
18,20,0.00121727
19,19,0.009417019
20,18,0.001379544
1,1,0.000001581
2,2,0.000001358
3,3,0.000002891
4,4,0.000002678
5,3,0.00000336
6,6,0.000105907
7,6,0.000028989
8,8,0.003244377
9,15,0.004016585
10,13,0.034117314
11,17,0.001684601
12,20,0.002692755
13,18,0.003524022
14,19,0.010179933
15,17,0.002620978
16,20,0.000786825
17,21,0.00113457
18,20,0.000992357
19,18,0.006947773
20,21,0.001812935
1,1,0.000001779
2,2,0.000001908
3,2,0.000002379
4,4,0.00000637
5,4,0.000002851
6,4,0.000003553
7,6,0.000007982
8,8,0.024277027
9,17,0.006468194
10,18,0.012034072
11,18,0.005903336
12,21,0.011225396
13,20,0.00125492
14,19,0.004748163
15,19,0.000727561
16,20,0.002411386
17,19,0.00120836
18,20,0.00655271
19,20,0.002323479
20,21,0.0023711
1,1,0.000001307
2,2,0.000002206
3,3,0.000002754
4,4,0.000006367
5,5,0.000061678
6,6,0.000080506
7,7,0.001131584
8,8,0.003730136
9,9,0.010055794
10,17,0.001802086
11,17,0.002401487
12,19,0.001794318
13,17,0.016556288
14,20,0.000879154
15,15,0.001491582
16,20,0.004155443
17,20,0.006428714
18,21,0.001458838
19,20,0.003025617
20,19,0.007919268
1,1,0.000003503
2,2,0.000002928
3,3,0.000002652
4,4,0.000004141
5,3,0.000002633
6,6,0.000006775
7,6,0.000192326
8,6,0.00074451
9,7,0.000088931
10,9,0.001150191
11,16,0.010300641
12,18,0.009963184
13,12,0.012081229
14,19,0.010242552
15,21,0.001680025
16,20,0.00080054
17,18,0.006764199
18,20,0.003809045
19,20,0.002608993
20,20,0.002583787
1,1,0.000001822
2,2,0.000001999
3,3,0.000003158
4,4,0.000003602
5,5,0.000056125
6,6,0.000072092
7,7,0.000095308
8,8,0.002341866
9,7,0.000426926
10,13,0.009556781
11,16,0.001350384
12,20,0.000720495
13,19,0.005235762
14,17,0.00385955
15,19,0.009009383
16,20,0.001760335
17,20,0.007389067
18,21,0.002268763
19,20,0.006377233
20,20,0.001341371
1,1,0.00000221
2,2,0.000001362
3,3,0.000002309
4,4,0.000002936
5,4,0.000003587
6,6,0.000084765
7,7,0.00028397
8,8,0.000738518
9,8,0.003737228
10,8,0.001206305
11,7,0.000124915
12,20,0.000287006
13,16,0.01534804
14,20,0.00382916
15,19,0.0015903
16,20,0.005459774
17,21,0.004026946
18,20,0.010784844
19,20,0.004106559
20,20,0.00204676
1,1,0.000001807
2,2,0.00000173
3,3,0.000004474
4,4,0.000004328
5,4,0.000010226
6,6,0.000081104
7,7,0.001595938
8,8,0.001263133
9,16,0.00305958
10,20,0.003464349
11,20,0.00230173
12,12,0.00880594
13,19,0.001079138
14,20,0.002827533
15,19,0.013842624
16,21,0.003884796
17,20,0.002713944
18,19,0.002613562
19,20,0.003629526
20,19,0.005315474
1,1,0.000001996
2,2,0.000002459
3,3,0.000003164
4,4,0.000004288
5,5,0.000009567
6,6,0.00004822
7,7,0.001411262
8,8,0.004549307
9,9,0.006045021
10,15,0.004759014
11,14,0.002272821
12,16,0.008223076
13,17,0.010488378
14,12,0.001895075
15,20,0.001927591
16,20,0.00367515
17,19,0.002735623
18,20,0.003574988
19,21,0.005006585
20,19,0.002667164
1,1,0.000002623
2,2,0.000001022
3,3,0.000003736
4,4,0.000003695
5,5,0.000040019
6,6,0.000018565
7,7,0.003553954
8,8,0.001612221
9,16,0.001622574
10,10,0.001391745
11,10,0.004317979
12,18,0.003901502
13,18,0.005594056
14,21,0.002048873
15,20,0.001298681
16,18,0.00233307
17,20,0.002399061
18,20,0.000961402
19,19,0.005617937
20,19,0.002369871
1,1,0.000001367
2,2,0.000002385
3,3,0.000002734
4,4,0.000002093
5,5,0.000010854
6,6,0.000092217
7,6,0.000088148
8,8,0.001799681
9,9,0.00460962
10,13,0.004685015
11,16,0.001585193
12,20,0.005674071
13,19,0.006781351
14,20,0.004360926
15,21,0.004198762
16,21,0.003337011
17,18,0.022306324
18,19,0.013472015
19,20,0.004891079
20,20,0.003846614
1,1,0.000001848
2,2,0.000002297
3,3,0.000001945
4,4,0.000002723
5,5,0.000007808
6,6,0.000124645
7,5,0.00001186
8,8,0.001151616
9,14,0.015064962
10,19,0.005776655
11,19,0.018295984
12,19,0.008696107
13,20,0.004235244
14,20,0.000721179
15,20,0.002004263
16,21,0.001038014
17,18,0.004122878
18,21,0.012149069
19,20,0.009191545
20,20,0.000719003
1,1,0.000002778
2,2,0.000002085
3,3,0.000001756
4,3,0.000003163
5,5,0.00000547
6,5,0.000022188
7,7,0.000970641
8,7,0.001223589
9,9,0.002480815
10,13,0.001512093
11,16,0.002551472
12,20,0.002899092
13,20,0.006208325
14,21,0.004683864
15,16,0.012689817
16,21,0.002392608
17,21,0.001637019
18,18,0.00157495
19,20,0.003371809
20,21,0.002256516
1,1,0.000002752
2,2,0.000001456
3,3,0.000002704
4,4,0.000004307
5,5,0.000024431
6,6,0.000078351
7,7,0.000034494
8,6,0.000306169
9,17,0.005572232
10,7,0.000805955
11,16,0.004456451
12,19,0.00163289
13,15,0.041920397
14,13,0.005310638
15,20,0.000550935
16,21,0.002281937
17,20,0.003856472
18,20,0.000905142
19,20,0.001520271
20,21,0.001343323
1,1,0.000001319
2,2,0.000002298
3,3,0.000002661
4,4,0.000004151
5,5,0.000042766
6,6,0.000023529
7,7,0.000946085
8,8,0.00870409
9,17,0.001803767
10,19,0.001313462
11,11,0.000076998
12,20,0.005511422
13,17,0.006500714
