ida_depth,Time (s)
9,0.048426189
1,0.000599916
2,0.001166292
3,0.000042952
4,0.000033241
5,0.000067281
6,0.000277773
7,0.000156751
8,0.004979526
9,0.101530544
1,0.00004624
2,0.000821861
3,0.000031189
4,0.001092477
5,0.000033278
6,0.001693898
7,0.000297094
8,0.00485835
9,0.130995499
1,0.000407594
2,0.001573001
3,0.000056483
4,0.000050769
5,0.000172179
6,0.001332264
7,0.001688073
8,0.003001681
9,0.025522395
1,0.000638026
2,0.000246702
3,0.001470306
4,0.000613522
5,0.002056418
6,0.001259653
7,0.0185486
8,0.012429747
9,0.009828262
1,0.000487197
2,0.002200891
3,0.001023326
4,0.000052918
5,0.001536427
6,0.000994566
7,0.002051591
8,0.004833623
9,0.112634385
1,0.000165105
2,0.000827374
3,0.000594598
4,0.000051086
5,0.012425339
6,0.000452926
7,0.000657292
8,0.002097675
9,0.10269802
1,0.008541984
2,0.001340145
3,0.001657572
4,0.000304298
5,0.000170741
6,0.000110621
7,0.002024556
8,0.003667491
9,0.130470281
1,0.002043672
2,0.001132747
3,0.002129842
4,0.000161085
5,0.001145509
6,0.006584456
7,0.003130778
8,0.005358793
9,0.051913703
1,0.001529184
2,0.000670514
3,0.001242619
4,0.002317321
5,0.000423585
6,0.00244187
7,0.001371628
8,0.010261176
9,0.083572157
1,0.0013492
2,0.001791991
3,0.000613313
4,0.000425814
5,0.000098832
6,0.00008808
7,0.002155103
8,0.004380186
9,0.022895416
1,0.000023272
2,0.001364406
3,0.000606289
4,0.001551073
5,0.001611589
6,0.000657505
7,0.002993877
8,0.007780939
9,0.148565251
1,0.000579296
2,0.001113924
3,0.000370048
4,0.000576641
5,0.000046883
6,0.002886801
7,0.000533415
8,0.006363647
9,0.02971802
1,0.000424507
2,0.000014713
3,0.006754422
4,0.013858785
5,0.000088404
6,0.000119904
7,0.001663337
8,0.008067356
9,0.06401108
1,0.000837879
2,0.000040583
3,0.000443862
4,0.000083257
5,0.001655285
6,0.001149339
7,0.001503061
8,0.004307199
9,0.075321944
1,0.001879199
2,0.000151405
3,0.000517877
4,0.000034216
5,0.000016791
6,0.002180224
7,0.00124822
8,0.008860321
9,0.060931872
1,0.002703045
2,0.010296456
3,0.000755932
4,0.00011072
5,0.002229036
6,0.000041294
7,0.001031709
8,0.001098082
9,0.509022838
1,0.000374297
2,0.001353644
3,0.000589789
4,0.000138021
5,0.000023964
6,0.000051348
7,0.006356681
8,0.003302646
9,0.041833673
1,0.010551754
2,0.001197619
3,0.006450265
4,0.001124791
5,0.000879703
6,0.00034424
7,0.003113872
8,0.005632533
9,0.017850894
1,0.004436026
2,0.000043689
3,0.000806722
4,0.006033985
5,0.000737145
6,0.000904773
7,0.003469273
8,0.008101453
9,0.050975446
1,0.00028104
2,0.000019043
3,0.0000607
4,0.000353166
5,0.000098695
6,0.001771583
7,0.00063885
8,0.005190046
9,0.038671926
1,0.000734584
2,0.00269052
3,0.001273783
4,0.00037104
5,0.001418217
6,0.000195651
7,0.00411878
8,0.001212013
9,0.06501183
1,0.000564417
2,0.000435749
3,0.000856628
4,0.000458719
5,0.009552838
6,0.000048854
7,0.012622647
8,0.00285554
9,0.064696651
1,0.004409122
2,0.000712859
3,0.012920973
4,0.001996033
5,0.000318489
6,0.001679122
7,0.002364271
8,0.011626092
9,0.051065505
1,0.000291908
2,0.000115005
3,0.000153075
4,0.000297781
5,0.004043642
6,0.000036498
7,0.003334543
8,0.001680286
9,0.071135935
1,0.003821318
2,0.002407436
3,0.00066377
4,0.001391805
5,0.001751609
6,0.001256595
7,0.000505313
8,0.007333808
9,0.090129805
1,0.000873385
2,0.000756275
3,0.000072201
4,0.000514591
5,0.007153765
6,0.000093369
7,0.01263995
8,0.000959425
9,0.072651043
1,0.000677638
2,0.000609932
3,0.006231908
4,0.001079611
5,0.000419926
6,0.000295292
7,0.012915717
8,0.021841258
9,0.126871816
1,0.000697726
2,0.000705385
3,0.000262837
4,0.000164287
5,0.009981206
6,0.001639637
7,0.000301258
8,0.004772965
9,0.127694497
1,0.00068592
2,0.000023525
3,0.000639913
4,0.000701439
5,0.001020768
6,0.000938882
7,0.000192756
8,0.008834575
9,0.077650831
1,0.000439122
2,0.000042128
3,0.000769995
4,0.001153666
5,0.000475499
6,0.001544509
7,0.000736255
8,0.018066678
9,0.045441875
1,0.000075792
2,0.004382489
3,0.000688874
4,0.001581374
5,0.002236443
6,0.00606518
7,0.002258676
8,0.005703888
9,0.098042551
1,0.001794384
2,0.000115075
3,0.000521788
4,0.001052849
5,0.000487976
6,0.003040624
7,0.002408077
8,0.0030431
9,0.016146488
1,0.00235409
2,0.015554123
3,0.000560256
4,0.000252953
5,0.000132904
6,0.000536013
7,0.000211689
8,0.004999991
9,0.196430513
1,0.000126935
2,0.00635104
3,0.006716678
4,0.000756704
5,0.003570255
6,0.000534256
7,0.002790552
8,0.0163679
9,0.02044747
1,0.001726707
2,0.002921802
3,0.00057243
4,0.001043267
5,0.00097641
6,0.000592533
7,0.001372182
8,0.013807642
9,0.049443619
1,0.000788569
2,0.002131145
3,0.000069084
4,0.001086008
5,0.000025668
6,0.003487454
7,0.000582485
8,0.003509265
9,0.092124456
1,0.000035818
2,0.000672278
3,0.000632338
4,0.001031111
5,0.000081972
6,0.000427204
7,0.006335806
8,0.004717183
9,0.15604107
1,0.000971157
2,0.000995251
3,0.000622365
4,0.00395568
5,0.000616319
6,0.000185205
7,0.000458167
8,0.005133054
9,0.04007345
1,0.000665018
2,0.000716566
3,0.000247047
4,0.003314396
5,0.000243595
6,0.000077067
7,0.000852865
8,0.004267549
9,0.054866431
1,0.000570565
2,0.002028451
3,0.002144955
4,0.000447412
5,0.004872326
6,0.001408627
7,0.002347931
8,0.005112991
9,0.072156841
1,0.002178352
2,0.00141651
3,0.000404167
4,0.000540661
5,0.003277808
6,0.000149085
7,0.004564615
8,0.009595657
9,0.021946663
1,0.000932628
2,0.001137162
3,0.000700216
4,0.007439568
5,0.00108828
6,0.002112498
7,0.002129457
8,0.008151978
9,0.034117274
1,0.000614096
2,0.001977716
3,0.000625346
4,0.000056423
5,0.011916851
6,0.000506486
7,0.001476015
8,0.005277674
9,0.071343905
1,0.000365088
2,0.001072175
3,0.000758363
4,0.006484892
5,0.001996747
6,0.000353545
7,0.000587731
8,0.013892622
9,0.068254951
1,0.000534384
2,0.000154601
3,0.001653356
4,0.000741917
5,0.002028338
6,0.00050197
7,0.002457619
8,0.006588467
9,0.042141241
1,0.002311922
2,0.001293606
3,0.000992186
4,0.00099231
5,0.000140682
6,0.004395841
7,0.000750393
8,0.001468205
9,0.123926127
1,0.001940111
2,0.001579539
3,0.000520128
4,0.000891434
5,0.000272324
6,0.008161684
7,0.000071095
8,0.008983127
9,0.235897259
1,0.000754222
2,0.001044503
3,0.004488381
4,0.000822412
5,0.001056547
6,0.000197528
7,0.001812963
8,0.013401587
9,0.036776596
1,0.000824442
2,0.000575782
3,0.00082658
4,0.000983549
5,0.002021873
6,0.00109932
7,0.004273014
8,0.003640943
9,0.140474552
1,0.001141987
2,0.000499752
3,0.004176031
4,0.000025004
5,0.00025899
6,0.024832762
7,0.000979997
8,0.002375259
9,0.085278345
1,0.00059399
2,0.000042109
3,0.000277267
4,0.002608667
5,0.021187443
6,0.004358387
7,0.000525469
8,0.003551505
9,0.081264989
1,0.000071189
2,0.001607872
3,0.000119466
4,0.000048313
5,0.000820114
6,0.000630596
7,0.004799284
8,0.006696301
9,0.181831635
1,0.001959003
2,0.007406225
3,0.001214479
4,0.001145683
5,0.002113103
6,0.00124294
7,0.001314714
8,0.00417297
9,0.080113122
1,0.001175379
2,0.000055602
3,0.011839486
4,0.013152704
5,0.00008861
6,0.001274334
7,0.000592016
8,0.019370349
9,0.183313614
1,0.001006189
2,0.001065569
3,0.021917965
4,0.010695856
5,0.000747844
6,0.001573708
7,0.001881335
8,0.009034384
9,0.082353296
1,0.000960762
2,0.000986026
3,0.001038735
4,0.001996127
5,0.001281264
6,0.008768681
7,0.00096897
8,0.00182732
9,0.012057889
1,0.000225277
2,0.001068572
3,0.00007851
4,0.000392872
5,0.000313136
6,0.001850289
7,0.001202852
8,0.009241552
9,0.049405114
1,0.00026952
2,0.000571018
3,0.004520128
4,0.000035684
5,0.00050683
6,0.000755506
7,0.000309855
8,0.017816514
9,0.127172648
1,0.001412273
2,0.000019769
3,0.000016568
4,0.001004604
5,0.000614452
6,0.001028687
7,0.003706525
8,0.017908357
9,0.027264515
1,0.000936992
2,0.000593317
3,0.000143175
4,0.000501462
5,0.000937641
6,0.000193854
7,0.000706401
8,0.009684694
9,0.03996105
1,0.000393052
2,0.000468893
3,0.000293255
4,0.001520015
5,0.000689711
6,0.001551806
7,0.000243207
8,0.007984262
9,0.115748832
1,0.000642384
2,0.000243889
3,0.001354099
4,0.006860864
5,0.001659208
6,0.000419345
7,0.000269306
8,0.024974472
9,0.119230033
1,0.00047428
2,0.000605212
3,0.000745524
4,0.00124049
5,0.000079183
6,0.011543903
7,0.000291546
8,0.001121405
9,0.050795689
1,0.000016029
2,0.000876938
3,0.000641367
4,0.00114984
5,0.009397805
6,0.002686702
7,0.000902294
8,0.012644837
9,0.031956672
1,0.000265514
2,0.002535924
3,0.01045636
4,0.001676493
5,0.00018847
6,0.004766895
7,0.002439548
8,0.00832925
9,0.208271152
1,0.000088241
2,0.0018202
3,0.000634458
4,0.000104423
5,0.001828315
6,0.000437516
7,0.000862825
8,0.015728607
9,0.451927542
1,0.001377613
2,0.002959117
3,0.001376095
4,0.000522845
5,0.000132526
6,0.002401495
7,0.005263586
8,0.005323471
9,0.004436751
1,0.000664456
2,0.00023277
3,0.000784419
4,0.000363024
5,0.009163043
6,0.000877405
7,0.000583702
8,0.004785306
9,0.075255375
1,0.006606733
2,0.002052684
3,0.000389818
4,0.000204006
5,0.000760873
6,0.001518336
7,0.000798755
8,0.007804388
9,0.128159448
1,0.000598873
2,0.002548041
3,0.007145166
4,0.000813909
5,0.001446806
6,0.001818073
7,0.002890663
8,0.005243785
9,0.0216307
1,0.000873054
2,0.00002319
3,0.002514897
4,0.001904771
5,0.000398193
6,0.000587916
7,0.001455332
8,0.014519466
9,0.046380828
1,0.00055524
2,0.000145486
3,0.001594062
4,0.00111964
5,0.000413833
6,0.001880085
7,0.001374045
8,0.002341827
9,0.064287564
1,0.000900705
2,0.000583289
3,0.000334012
4,0.001042617
5,0.000994815
6,0.001233814
7,0.002001101
8,0.014394909
9,0.057402661
1,0.000547763
2,0.000948115
3,0.002143092
4,0.000474074
5,0.002006807
6,0.000398671
7,0.000843922
8,0.010117925
9,0.071938287
1,0.00100567
2,0.000025026
3,0.008014381
4,0.000578155
5,0.001044836
6,0.000696354
7,0.001931419
8,0.006793468
9,0.038937429
1,0.003160979
2,0.00164375
3,0.00068051
4,0.000789515
5,0.002257568
6,0.001336957
7,0.004972634
8,0.004459435
9,0.153148779
1,0.000988579
2,0.001995811
3,0.000523675
4,0.000983001
5,0.000264304
6,0.000755785
7,0.000962985
8,0.006410525
9,0.140580671
1,0.009562584
2,0.000964952
3,0.011831074
4,0.000531637
5,0.007640652
6,0.001545891
7,0.007520212
8,0.020634297
9,0.075756515
1,0.002954055
2,0.004856583
3,0.000045004
4,0.001587947
5,0.000486737
6,0.00149722
7,0.005085146
8,0.00512808
9,0.010577109
1,0.000107795
2,0.004294747
3,0.000037467
4,0.00213551
5,0.000153609
6,0.000067241
7,0.000070966
8,0.005151883
9,0.349856784
1,0.000808649
2,0.000334283
3,0.000019777
4,0.000720688
5,0.000101679
6,0.000244039
7,0.00009919
8,0.002131817
9,0.015524528
1,0.001227088
2,0.00131567
3,0.000038006
4,0.000821796
5,0.016353186
6,0.001260588
7,0.000564756
8,0.006351165
9,0.07886117
1,0.000964722
2,0.00019493
3,0.001689169
4,0.000273325
5,0.001159643
6,0.014370299
7,0.002147869
8,0.003155181
9,0.042933359
1,0.000684758
2,0.004172288
3,0.000172495
4,0.009104607
5,0.000721536
6,0.001535108
7,0.000626822
8,0.008268165
9,0.131576461
