Scramble Length,Solution Moves,Solution Time (s)
2,2,0.000002473
3,3,0.000003188
4,9,0.000042758
5,10,0.000013643
6,13,0.000009002
7,16,0.000019807
8,8,0.000007143
9,15,0.000080913
10,10,0.000014029
11,17,0.000074369
12,12,0.00109489
13,19,0.000015142
14,19,0.000351191
15,21,0.000575373
16,20,0.000577111
17,19,0.000056664
18,20,0.000343645
19,20,0.001287768
20,20,0.000267899
21,19,0.000076789
22,20,0.007000929
23,21,0.001007878
24,21,0.003416781
25,21,0.000675956
26,20,0.002876358
27,19,0.000508813
28,19,0.000082055
29,21,0.000111733
30,18,0.000254599
1,8,0.000077861
2,2,0.000002718
3,10,0.000023723
4,3,0.000002625
5,15,0.000043107
6,11,0.000026269
7,15,0.000035431
8,15,0.000066486
9,14,0.000020413
10,16,0.000202711
11,17,0.000064712
12,20,0.000249239
13,16,0.000012291
14,20,0.00014225
15,20,0.000922996
16,19,0.000055741
17,19,0.00036077
18,21,0.00067432
19,21,0.000992357
20,20,0.000155865
21,20,0.000021474
22,20,0.000392353
23,21,0.001246542
24,21,0.016807641
25,20,0.000931717
26,20,0.001355459
27,20,0.003456195
28,20,0.000983828
29,21,0.00256178
30,20,0.000853616
1,1,0.000002869
2,2,0.000002522
3,3,0.000003034
4,4,0.000003222
5,11,0.000108879
6,10,0.000020961
7,13,0.000059964
8,8,0.000008549
9,11,0.000014182
10,20,0.000015958
11,16,0.000014179
12,16,0.000023021
13,18,0.000095457
14,21,0.000667204
15,19,0.000020411
16,18,0.000030215
17,14,0.000042896
18,21,0.009339307
19,20,0.000973747
20,20,0.000158916
21,19,0.000690318
22,19,0.00009314
23,19,0.000099996
24,21,0.001299683
25,21,0.001165984
26,20,0.00087979
27,21,0.00072859
28,20,0.000601909
29,19,0.000235608
30,20,0.001427271
1,1,0.000002553
2,9,0.000059494
3,10,0.000070891
4,4,0.000003714
5,10,0.00003124
6,6,0.000004199
7,10,0.000017533
8,13,0.000015451
9,6,0.000008465
10,17,0.000038187
11,20,0.000062012
12,12,0.000014224
13,20,0.000732755
14,20,0.001638015
15,20,0.000144019
16,17,0.000017264
17,21,0.000690877
18,21,0.000987279
19,21,0.002369665
20,20,0.00101593
21,21,0.007759747
22,20,0.000273697
23,21,0.000350939
24,19,0.000636149
25,21,0.001345438
26,20,0.000586693
27,21,0.001258018
28,21,0.001010181
29,20,0.000197659
30,20,0.000071354
1,1,0.000002438
2,2,0.000002943
3,10,0.000084231
4,14,0.000081244
5,5,0.000009826
6,12,0.000069332
7,12,0.000023931
8,15,0.000011061
