Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000001446
2,2,0.000001422
3,3,0.000035811
4,4,0.000128146
5,5,0.00017972
6,6,0.016021122
7,7,0.007415969
8,8,0.005891769
9,9,0.009716365
10,10,43.153355173
