Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000003952
2,2,0.000002773
3,3,0.000006096
4,4,0.000004719
5,5,0.000127233
6,6,0.000113846
7,7,0.000187929
8,8,0.131027242
9,9,0.105043083
10,10,2.776328809
