Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000002998
2,2,0.000003517
3,3,0.000006259
4,4,0.00000587
5,5,0.000039643
6,6,0.000067849
7,7,0.003370299
8,8,0.00511739
9,9,0.092985482
10,10,10.420528157
