Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000001369
2,2,0.000004331
3,3,0.000003021
4,4,0.000014007
5,5,0.000007155
6,6,0.000473916
7,7,0.000324575
8,8,0.021529402
9,9,0.672747266
10,10,1.297584911
