Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000003233
2,2,0.000003361
3,3,0.000007203
4,4,0.000006977
5,5,0.000080054
6,6,0.000396924
7,7,0.002567787
8,8,0.00219778
9,9,1.116990111
10,10,3.685132806
