Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000002648
2,2,0.000004252
3,3,0.000008919
4,4,0.000004426
5,5,0.000054889
6,6,0.000177641
7,7,0.004295641
8,8,0.013308069
