Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000001064
2,2,0.000004596
3,3,0.000012495
4,4,0.000014134
5,5,0.002781879
6,6,0.000888518
7,7,0.03179691
8,8,0.264092848
9,9,0.012730807
10,10,0.559811852
