Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000002997
2,2,0.000003193
3,3,0.000010797
4,4,0.000029829
5,5,0.000028934
6,6,0.000078332
7,7,0.00211429
8,8,0.028764664
