Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000001797
2,2,0.000003166
3,3,0.000006502
4,4,0.000091508
5,5,0.000280015
6,6,0.000126352
7,7,0.036293595
8,8,0.036559049
9,9,1.449149889
10,10,30.690182605
