Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000003679
2,2,0.000001407
3,3,0.000002801
4,4,0.00001718
5,5,0.000119583
6,6,0.000017137
7,7,0.008036727
8,8,0.010076044
9,9,0.126793436
10,10,1.270065791
