Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.00000132
2,2,0.000004122
3,3,0.000004631
4,4,0.000005002
5,5,0.000016818
6,6,0.000385792
7,7,0.000414274
8,8,0.00660193
