Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000001909
2,2,0.000002923
3,3,0.000020012
4,4,0.000961999
5,5,0.000870048
6,6,0.000919013
7,7,0.024121465
8,8,0.033476407
9,9,0.371347904
10,10,1.375799822
