Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000000884
2,2,0.000001815
3,3,0.000034502
4,4,0.000011732
5,5,0.000067744
6,6,0.001229847
7,7,0.008899032
8,8,0.010173359
9,9,0.880153921
10,10,3.8089821390000003
