Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000002086
2,2,0.000002144
3,3,0.000003455
4,4,0.000028302
5,5,0.000024291
6,6,0.000100835
7,7,0.005876889
8,8,0.009205614
9,9,2.605446208
10,10,1.77860159
