Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.0000008
2,2,0.000002196
3,3,0.000004739
4,4,0.000024676
5,5,0.000371547
6,6,0.003209
7,7,0.001786503
8,8,0.13269465
9,9,0.005792687
10,10,28.084628729
