Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000002297
2,2,0.000001684
3,3,0.000008202
4,4,0.000002762
5,5,0.000079328
6,6,0.000534973
7,7,0.003781808
8,8,0.073025291
