Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000001229
2,2,0.000003793
3,3,0.000032098
4,4,0.000026096
5,5,0.00013758
6,6,0.000009542
7,7,0.002825597
8,8,0.046306704
9,9,0.093743674
10,10,79.837448089
