Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000000468
2,2,0.000002616
3,3,0.000002455
4,4,0.00000908
5,5,0.000007985
6,6,0.001258959
7,7,0.001211729
8,8,0.048007169
9,9,0.167394756
10,10,1.509999836
