Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.066649173
2,2,0.000005732
3,3,0.000002879
4,4,0.000007292
5,5,0.000031381
6,6,0.000482032
7,7,0.021333865
8,8,0.119192676
