Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000001467
2,2,0.000002362
3,3,0.000004187
4,4,0.000005096
5,5,0.000052246
6,6,0.000024428
7,7,0.002590262
8,8,0.001452374
