Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000002026
2,2,0.000007395
3,3,0.000005875
4,4,0.000011275
5,5,0.000046535
6,6,0.000057729
7,7,0.000729948
8,8,0.022759389
