Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000001282
2,2,0.000004556
3,3,0.000004488
4,4,0.000016215
5,5,0.000004077
6,6,0.000061703
7,7,0.000170276
8,8,0.056744983
9,9,0.169389919
10,10,3.962321866
