Scramble Length,IDA* Moves,IDA* Time (s)
1,1,0.000001203
2,2,0.000003633
3,3,0.000145061
4,4,0.000089412
5,5,0.002446928
6,6,0.005697278
7,7,0.010646999
8,8,0.069944834
9,9,0.020071025
10,10,0.144868881
